,document,label
65,자식들이 그래도 잘 풀려서 경제적으로 넉넉해서 다행이야. 경제적으로 기댈 수 있어서 많은 도움이 돼.자식들이 없었으면 나는 지금 너무 쓸쓸할 거야. 보고만 있어도 마음이 든든해.안 그래도 반찬이라도 해서 나눠 주고 있어.,1
66,암에 걸리고 나니 욕심이 많이 줄어들어. 수술 후 도시를 떠나 전원생활을 하려고 해.전원생활을 하며 그동안 바쁘게만 지냈던 나에게 휴식을 주려고 해.조용히 거실에 누워 자연의 소리를 듣고 싶어. 너무 행복하겠지?,1
67,만성 질환은 악화되지만 않으면 관리하며 오래오래 지낼 수 있어.요즘은 내가 가진 질환이 나의 동반자 같은 느낌도 들어. 평생 관리해야 하니까.나는 긍정적으로 지내려고 많이 노력해. 긍정의 힘을 믿거든!,1
68,나는 워낙 활발한 성격이라 항상 친구가 많았어.지금도 우리 마을에서 내가 친구가 제일 많아.그냥 편안하게 먼저 말 걸어 주는 게 가장 중요하더라고.,1
69,나는 워낙 친구가 많아서 아마도 이 동네에서 나를 모르는 사람은 아무도 없을 거야.나는 어린 시절부터 이 동네에서만 지냈으니 나보다 더 이 동네를 잘 아는 사람은 없을 거야.자식들과 떨어져 있어도 친구가 많아서 외로울 틈이 없지. 오래오래 건강히 함께하고 싶어.,1
70,우리 마을은 텃세가 전혀 없어. 새로운 이주민들이 와도 모두 잘 어울리는 게 우리 마을 사람들의 장점이야.우리 마을 사람들은 서로를 얼마나 아끼는지 조그만 것도 나누기 바빠.사람은 마음이 편한 곳에 있어야 행복한 법이니 이보다 좋을 수 없지.,1
71,나는 우리 노인정의 스타야. 그 이유는 내가 생각해도 나는 유머 감각이 넘쳐.노인정의 행사는 다 내가 나가지. 내가 우리 노인정에서 가장 재밌는 할머니라고 이미 소문이 나 있어.내가 이렇게 즐기며 살 수 있는 이유는 내가 건강하기 때문이기도 하지.,1
72,나는 오래된 친구들이 많아. 지금 친한 친구들도 몇십 년은 된 친구들이야.당연하지! 우리는 다 옛날부터 친했으니까 비밀도 없어.특별한 비결보다는 긴 시간이 우리의 우정을 이렇게 만들어 주었어.,1
73,나는 이렇게 순수한 사람들은 처음 봤어. 이 동네 사람들과 평생 화목하게 지내고 싶어.이 동네 사람들은 욕심이 없어. 나에게 너무 잘해 줘.특별한 노력을 하지 않아도 그냥 나를 좋아해 줘. 이 사람들은 그래서 좋아.,1
74,우리 동네 청년들은 너무 착해. 이렇게 우리 노인들을 위해 봉사하는 청년들은 아마 다른 동네에는 없을 거야.건물도 고쳐주고 도로도 고쳐주지. 아플 때는 병원에도 데려다 줘. 이런 청년들이 어디에 있어.우리도 청년들한테 맛있는 걸 많이 해 주려고 하지.,1
75,나는 성격이 좋아서 사람들하고 잘 어울려. 우리 동네에서 나만큼 사람들과 잘 지내는 사람은 없을 거야.나는 외로움이 싫어. 그래서 사람들과 잘 지내려 많이 노력했지.작은 것도 나눌 줄 알고 많은 시간을 함께 보내려고 노력해. 항상 사람들을 만나려 하지.,1
76,나는 우리 동네 할머니랑 오랜 친구야. 옆집에 살고 있기도 하지.삼십 년 지기 친구야. 가족보다도 더 가까운 사이라고 볼 수 있지.할머니가 없었다면 나는 아마 외로워 우울증이 왔을지도 몰라.,1
77,나는 예전부터 옷에 관심이 많았어. 지금도 시내에 나가면 다들 옷 어디서 샀냐고 물어봐.내가 옷을 잘 입긴 하지. 코디의 색감도 잘 맞춰.그건 타고나야지! 나는 이 동네에서 내가 제일 멋진 할머니라고 자신할 수 있어.,1
78,우리 지역에서 이번에 노래자랑이 열리는데 내가 동네 사람들에게 입상할 거라고 말했어.내가 원래 노래 잘 부른다고 얘기는 많이 들었지.꾸준하게 노래하는 게 비결이라고 할 수 있지 꼭 입상을 하고 말겠어.,1
79,나는 이 지역 토박이야. 어릴 때부터 여기에서만 살아서 나만큼 우리 동네의 역사를 아는 사람은 없지.그냥 나는 이 지역이 좋았어. 내가 아는 게 워낙 많아서 다들 나를 두려워한다고!행복한 일도 슬픈 일도 다 좋았지. 정이 많이 들어서 이 동네를 떠날 수 없어.,1
80,같이 일하는 친구와는 이십 년 넘은 사이라 안심하고 무슨 일이든지 맡길 수 있어.이 친구와는 정말 어려운 시기도 같이 헤쳐 온 사이라 그런지 더 각별한 것 같아.사소한 것이라도 평소에 고마움을 자주 표시해야겠어.,1
81,요즘 코로나가 유행해서 매출이 떨어지고 있지만 금방 안정될 거라고 믿고 있어.요식업 체인점을 하고 있는데 최근 배달 어플리케이션에 등록했거든. 매출 회복을 기대하고 있어.배달 리뷰 작성 시 서비스를 제공하면 좋을 것 같아.,1
82,자식들 교육에 아낌없이 지원해서 그런지 다들 좋은 직장에 자리를 잘 잡은 것 같아서 기분이 좋아.자식들에게는 해 줄 만큼 해 주었으니 이제 내 노후도 대비해야겠어.부동산이나 주식 투자를 알아보고 있는 중이야.,1
83,좋은 거래처들과 많이 알고 지내다 보니 사업 수완이 좋다는 이야기를 듣곤 해.지금 거래처들과 거래를 트기 위해 젊었을 때부터 직접 발로 뛰어다니며 고생했었지.시대가 변했다지만 제일 좋은 건 역시 직접 발로 뛰는 거야. 그만한 방법이 없지.,1
84,그동안의 힘든 날들에도 언제나 집안일과 가정의 경제를 책임져 준 아내에게 고마워.그동안 고생한 아내에게 선물을 해 주고 싶어.안마 의자 광고를 보고 하나 있었으면 하던 게 생각나. 안마 의자를 사 줘야겠어.,1
85,나도 직원들을 믿고 직원들도 나를 믿고 따라준 덕분에 회사가 잘 되었다고 생각해.앞으로도 직원들과 지금처럼 좋은 신뢰 관계를 유지할 수 있으면 좋겠어.기브 앤 테이크라는 말이 있듯이 나도 신뢰에 대한 인센티브를 지급해 주어야겠어.,1
86,내 회사는 납기일이나 입금일을 밀린 적이 없어 거래처에 신용도가 좋아.사업에서는 신뢰가 가장 중요하면서도 기본적인 것이라고 생각해.아까 말한 것처럼 사소한 약속부터 지키는 모습을 보여주어야 해.,1
87,아이들이 주는 용돈을 받아 생활하는데 돈이 넉넉해서 생활이 아주 평안해.내가 금전적으로 지원을 많이 해 주지 못했는데 참 고마운 일이야.마음을 담은 편지를 써 볼까 해.,1
88,내 친구는 아주 작은 일에도 성실하게 임하는데 세상에 그만한 사람이 없다고 생각해.나도 그 친구처럼 성실해지고 싶은데 쉽지 않네.사소한 일이라도 계획을 세워서 실천해 나가는 것이 좋겠어.,1
89,노인회에서 텃세가 없어 다행스럽게도 적응이 쉬웠어.전에 일하던 직장에서는 텃세가 끊임없이 있어서 적응하기 어려웠어.불편한 텃세를 또 겪게 될까 봐 두려웠지만 이제는 좋은 사람들을 만나 다행이야.,1
90,내 나이가 많아서 사장이 그만두라고 할 것 같았지만 그러지 않아서 기뻐.나이가 많아서 실업자가 될까 봐 불안해했지만 결국은 실업자가 될 생각에 걱정이 돼.걱정만 하면 나 자신에게 도움이 되지 않으니 긍정적으로 생각할 거야.,1
91,혼자라서 쓸쓸했을 때 다행히도 내게 말을 걸어 주는 노인에게 고마웠어.그 순간에는 든든했지만 또 쓸쓸해질 때면 아무도 나에게 말을 걸어주지 않겠지.나에게 말 걸어준 고마운 노인과 친해져야겠어.,1
92,우리 동네 사람들이 내 잘못된 소문에 대해 오해하던 것이 풀려서 다행이야.잘못된 소문을 누가 퍼뜨린 것인지 알아야겠어.수소문해서 알아볼 생각이야.,1
93,그동안 연락이 닿지 않았던 동창과의 연락이 닿아서 너무나 기뻐.동창과는 많이 친했었지만 오랜만에 연락이 닿은지라 좀 어색했어.내일은 옛날 이야기를 하며 어색한 감정을 풀어 볼 거야.,1
94,윗집에 사는 총각이 김장을 도와줘서 다행이야.김장도 함께해 주고 너무나 기쁘지만 가끔 위층에서 층간소음이 들려와.소음이 발생한다고 조심스럽게 말했지만 김장을 도와줬으니 나중에 한 번 더 소음이 들려올 때 말해야겠어.,1
95,경로당 청소를 다 같이 해서 금방 끝낼 수 있었어.원래는 소수의 인원들이 청소를 해서 불공평했어.경로당 사람들을 모아 다 같이 하는 편이 낫겠다고 설득을 했어.,1
96,노인복지 센터의 후원으로 우리 마을의 홍수 피해를 막아서 다행이야.노인복지 센터의 후원이 없었더라면 어땠을지 상상이 안 가.우리 마을 사람들의 힘을 합쳐 홍수를 대비하여 댐을 건설했을 것 같아.,1
97,노인 취업 센터에서 나에게 좋은 일자리를 알려 주어서 다행이야.센터가 아니었다면 일자리를 구하기 어려웠을 것 같아. 노인을 구하는 곳은 찾기 어려워.노인취업센터는 나에게 생계유지를 할 수 있는 희망이야.,1
98,오랜만에 만난 노인들이 모두 나를 기억해 주어서 기뻐.이전에 노인정에서는 슬펐어.이전 노인정에서는 나를 투명인간 취급했지만 지금은 좋은 노인들과 함께해서 기뻐.,1
99,주민센터에 가면 친절한 직원이 있어서 편한 게 기분이 좋아.맞아. 꼭 손녀딸처럼 잘 챙겨준다니까.오늘도 건강은 괜찮냐면서 물어봐 주더라고.,1
100,요즘 경로당에서 친구들이랑 같이 모여 밥을 먹으니 참 기뻐.경로당이 없었으면 혼자 밥을 먹어야 하니 얼마나 외로웠겠어.맞아. 경로당이 노인들이 모이기엔 최적의 장소라니까.,1
101,이 마을에선 다 가족 같은 분위기로 살아.그럼. 시집와서 오십 년을 넘게 살면서 서로 대소사를 다 봤잖아.그럼. 마을 사람들끼리 서로 오랫동안 보고 살아서 모두가 가족이나 다름없어.,1
102,우리 골목에 사는 사람들은 참 편안하고 친절해서 좋아.그럼. 지난번엔 공사 때문에 시끄러웠을 텐데 이해해 주니 아주 고맙지 뭐야.옆집 벽 공사에도 큰 소리 안 내고 편안히 고치라고 해 주더라고.,1
103,우리 아들이 색시는 속이 깊은 사람으로 아주 기가 막히게 골랐어.그럼. 우리 며느리 같은 며느리는 세상에 없을걸.아들한테 못할 속 얘기도 며느리한테는 털어놓을 수 있을 정도야.,1
104,이 나이에 감정을 나눌 친구가 있어서 얼마나 좋은지 몰라.노인정에서 만난 친구들이 나한테는 그런 감정을 나누는 친구들이야.그 친구들한테는 좋은 일도 슬픈 일도 다 나눈다니까.,1
105,나는 인복이 참 많은 사람이야.그렇지. 나이가 들어서 주변에 좋은 사람이 많은 게 얼마나 감사한지.내가 기댈 수 있는 믿음직한 사람이 좋은 사람이지.,1
106,우리 옆집 노인네가 없었으면 어쨌을까 싶어.키우던 개가 얼마 전에 죽고 너무 슬퍼서 내가 울고만 있었잖아.너무 슬픈데 그 노인네한테 얘기하고 나니까 한결 마음이 편안하더라고.,1
107,경로당의 노인들과 모두 좋은 인연이 될 수 있을 것 같아.다들 인상이 너무 좋아서 다행이야.천천히 알아가려고 해. 다들 좋은 사람이면 좋겠다.,1
108,천천히 나이 들어가면서 함께 할 이웃 노인이 있어서 좋아.함께 할 친구가 생겨서 너무 다행이야.너무 행복하고 기쁘다.,1
109,질환이 없어서 여기저기 다닐 수 있어서 좋아.건강해서 너무 행복하다.앞으로도 건강을 더 잘 챙겨야겠어.,1
110,아직은 귀여운 손녀를 품에 안을 수 있을 정도로 건강해.내가 건강해서 손녀도 품에 안고 너무 행복하다.손녀가 크는 걸 함께 하려면 앞으로도 건강을 더 잘 챙겨야겠어.,1
111,마을 대표로 노래자랑을 나가라는 추천을 받았어.떨리기도 하고 행복하기도 해.연습을 열심히 해서 꼭 우승하고 싶어.,1
112,내게 어떤 어려움이 와도 이웃들이 곁에 있어서 괜찮아.너무 좋은 사람들이 곁에 있어서 다행이야.앞으로도 좋은 인연 이어가고 싶어.,1
113,우리 마을에서는 노인들의 친목 활동을 위한 지원을 아끼지 않아.친목 활동을 위한 지원을 아끼지 않아서 기쁘다.앞으로도 지원해주면 좋겠어.,1
114,이 동네에는 나와 말이 통하는 사람이 많아.대화할 사람이 많아서 기쁘다.대화하면서 배울 것도 많아서 행복해.,1
115,복권 일 등에 당첨되었어.너무 기쁘다. 행복해.돈을 어디에 쓸지 상상만 해도 행복해.,1
116,아들에게 백만 원을 어버이날 선물로 받았어.아들 덕분에 행복해.아들 잘 키운 것 같아서 뿌듯해.,1
117,내게 사기 쳤던 사장이 구속되었어.너무 다행이야. 이제라도 맘 편하게 잘 수 있을 것 같아.오랜만에 두 다리 쭉 뻗고 잘 것 같아.,1
118,노인을 위한 임플란트 시술을 무료로 받았어.나도 몰랐는데 친구가 알려줘서 받게 되었어.시술도 꼼꼼하게 잘해 주셨어.,1
119,작년에 매입한 부동산 가격이 두 배로 올랐어.너무 행복하다. 부자가 된 것 같아.오늘은 맛있는 저녁을 먹어야겠어.,1
120,퇴직금으로 적립한 펀드 수익률이 많이 올랐어.수익률이 많이 올라서 너무 행복하다.앞으로 더 수익률을 올리는 방법을 생각해 봐야겠어.,1
121,노래자랑에서 대상을 수상하여 상금을 받았어.대상이랑 상금 둘 다 너무 행복하다.상금을 어디에다가 쓸지 고민 중이야. 행복하다.,1
122,나 오늘 퇴원해서 너무 행복해. 다시 제이의 인생을 얻은 것 같아.다행히 전염된 사람도 없이 퇴원해서 기분이 좋아. 그런데 관리를 잘해야 해서 걱정이야.몸에 좋은 것을 먹고 매일 매일 운동도 열심히 해야겠어.,1
123,며칠 기침을 해서 병원에 가 봤더니 안 아프대. 정말 다행이야.정말 다행이지. 근데 병원에 내 연배 아픈 사람들이 정말 많았어.일단 술을 좀 줄여야겠어. 담배도 끊어야지.,1
124,나 코로나인 줄 알았는데 그냥 독감이었어. 다행이고 기뻐.코로나였으면 어쩔 뻔했어. 실은 저번에 모임에서 잠깐 마스크를 벗었거든.외출하면 절대로 마스크를 벗지 않을 거야.,1
125,눈이 찢어질 듯이 아파서 안과에 갔는데 괜찮대. 다행이지.근데 원인이 스트레스래. 최근에 정말 일이 많았거든.스트레스를 받지 않는 것이 제일 중요하겠지. 내 인생에 나보다 더 소중한 사람은 없잖아.,1
126,세상에. 내 혈당이 이렇게 많이 내려가다니 정말 기쁘네.혈당을 내리려고 노력한 보람이 있네.역시 운동이 제일이더라고. 매일 한 시간씩 걸은 게 도움이 됐나 봐.,1
127,이 나이에 빵집에서 일하게 되다니! 정말 신난다!고마워. 돈도 벌 수 있고 일을 한다는 것만으로 활력이 생길 것 같아.첫 출근을 기념할 겸 오늘 저녁에는 가족들에게 한턱내야지.,1
128,복지관에서 소일거리를 했는데 감사하다고 사례금을 줬네.대가를 바라고 한 건 아니지만 갑자기 돈이 생기니 기분이 좋네!은퇴하고 심심해져서 복지관에 나가 주방 봉사도 하고 가끔 청소도 했지.,1
129,손주에게 노트북을 사줬는데 저렇게 좋아하는 모습을 보니 내가 더 기쁘네.내가 조금씩 모아둔 돈으로 사준 거야. 그런데 이제는 또 게임기가 갖고 싶다네.사주고 싶은 마음이야 굴뚝 같은데 버릇 나빠질까 봐 다음에 생일 선물로 주는 게 좋겠어.,1
130,올해는 마늘 농사가 정말 잘 돼서 돈 좀 벌었어. 이 정도 흑자라니 꽤 만족스러워.작년에는 고생만 하고 한 푼도 못 벌었는데 정말 다행이야.늘 꾸준히 정직하게 가꾸는 게 답이지. 나머지 조건은 내가 어쩌지 못하는 것들이니까.,1
131,드디어 경운기를 사서 아주 신이 나!응. 지금까지는 경운기 없이 어떻게 농사를 지었는지 몰라.그랬지. 이제는 아무래도 더 수월해지겠어.,1
132,내 유튜브 채널에서 영심 할머니네 미용실을 홍보했더니 매출이 엄청나게 올랐대!내가 이 나이에 유튜브를 하는데 이제는 내 채널이 광고 효과까지 있다는 게 참 뿌듯해.방앗간을 홍보해 줄까 봐. 사람들이 방앗간을 잘 찾지 않아서 장사가 잘 안되는 것 같더라고.,1
133,이번 장마에 우리 집도 물에 잠겼었는데 다행히 국가에서 보상해준다는군.돈으로도 보상해 주고 집수리도 해 준다네. 얼른 가서 물에 잠긴 짐들 정리 좀 해야겠어.동네 사람들끼리 모여서 한 집씩 정리하기로 했어. 그러는 편이 금방 끝날 것 같아서.,1
134,뜨개질해서 번 돈이 벌써 일억이 됐어. 정말 대단하지 않아?소일거리로 하다가 일이 커져서 작은 사업이 됐거든. 그래도 일억이라니 감개무량하다.남은 노년을 위해 저축부터 해두고 손주들 용돈 좀 줘야겠어.,1
